id;default;legal_form;zip_code;sector;year_inc;count_emp;type_pl;sales;gross_performance;gross_profit;earn_from_op;fin_result;oth_interest_inc;oth_interest_exp;result_from_ord_bus;total_result;annual_profit;total_assets;total_liabilities_st;total_liabilities_mt;total_liabilities_lt;bank_liabilities_st;bank_liabilities_mt;bank_liabilities_lt;trade_payables_st;trade_payables_mt;trade_payables_lt;bonds_payables_st;bonds_payables_mt;bonds_payables_lt;total_equity;current_assets;monetary_current_assets;cash;trade_receivables_st;trade_receivables_lt;cf_operating;cf_investment;cf_financing
C_454;0;GmbH;57368;22220;1977;64.0;GKV;6083304.21;6083304.21;1019224.1;75941.37;-35437.82;24718.65;60156.47;40503.55;40503.55;24340.0;3150031.58;2355147.97;10833.06;40029.12;1833434.16;10833.06;;130927.9;;;;;;744021.43;2527598.71;417722.01;233979.04;;;-125775.89;-40646.93;-22855.54
C_899;0;GmbH;57520;28000;1991;65.0;GKV;425026.41;424339.41;417449.63;39794.31;-549.42;1992.78;2542.2;39244.89;39244.89;28188.46;510878.73;333036.34;72971.07;35842.0;;;;7064.68;;;;;;69029.32;386168.02;63495.95;160.88;;;70710.59;-45715.34;-25000.0
C_399;0;GmbH;58454;45201;1986;;GKV;127395.37;127395.37;94985.59;-1981.03;;;;-1981.03;-1981.03;-3011.03;74679.99;58229.01;0.0;4334.6;;;;;;;;;;12116.38;48401.03;58451.99;;;;4303.73;-4570.54;266.81
C_914;0;GmbH;52249;46902;1982;;GKV;2460546.37;2119442.75;858514.16;44228.55;-2862.94;1668.98;4531.92;41365.61;33776.18;22997.45;1954909.43;763032.11;22428.68;0.0;58084.98;22428.68;;212919.25;;;;;;205962.44;1897613.16;907552.98;133137.25;742951.54;;209682.23;-10262.37;-221789.82
C_113;0;GmbH & Co. KG;52062;47783;1986;491.0;GKV;19299245.41;9083470.68;1822785.71;673073.26;-500865.08;863.98;501843.56;172208.18;172208.18;113105.04;6438246.74;4754161.66;457220.11;144591.3;3455000.0;108000.0;144591.3;777000.0;349220.11;;;;;262450.79;6126338.98;1542568.1;1045714.26;384154.87;;5348379.09;30899.67;-132838.29
C_610;0;GmbH;52156;68320;1974;;GKV;1955495.67;2139896.66;1586934.92;146610.76;-2357.24;642.76;3000.0;144253.52;144253.52;91268.46;844020.3;430101.8;0.0;0.0;;;;;;;;;;413918.5;639355.05;351513.32;266609.48;;;145502.84;-190799.27;-2.91e-10
C_658;0;GmbH;52457;20160;1999;152.0;GKV;705867.8;705867.8;541880.65;4402.31;-1666.8;7.47;1674.27;2735.51;2735.51;1686.17;171338.66;142978.01;0.0;0.0;;;;;;;;;;28360.65;130199.36;130145.5;20382.22;;;16405.06;-31673.81;-4e-11
C_009;0;GmbH;53919;45100;1960;;GKV;6224121.58;6224121.58;2804042.36;1075630.86;-269628.72;268546.67;538175.39;806002.14;806002.14;-3.27e-11;18501402.66;6713552.73;2417018.29;9345831.64;231000.0;2417018.29;4311000.0;298888.59;;;;;;25000.0;17894865.56;2734155.15;315466.88;;;1629391.59;129250.99;-1725528.63
C_707;0;GmbH;53773;29320;1923;;GKV;135866.93;135866.93;80207.29;10234.36;-748.61;;748.61;9485.75;9485.75;9486.74;47899.18;15050.7;32848.48;0.0;6876.52;;;7290.23;;;;;;-3.64e-12;13538.99;4177.03;1586.3;;;3469.03;-2192.11;-3881.32
C_687;0;Sonst. Gewerbetreibende;53757;41201;1985;;GKV;4697910.16;4697910.16;1891206.8;406099.25;1225.31;1261.28;35.97;407324.56;407324.56;102042.8;1511956.92;334767.44;0.0;0.0;;;;20408.25;;;;;;1177189.48;956474.03;656416.64;467032.57;;;140461.37;-2210.64;-273.95
C_279;0;GmbH;53639;46734;1986;16.0;GKV;1853896.8;1718194.1;600591.09;169668.26;-15009.86;;15009.86;154658.4;154658.4;108952.26;2664276.5;252114.16;129166.41;0.0;50000.0;129166.41;;61707.79;;;;;;2249542.68;1880240.99;1465104.76;1253770.9;4786.3;;-348046.0;-35324.27;38676.5
C_958;0;GmbH;53721;62020;2008;301.0;GKV;259739.47;259739.47;62047.32;16341.67;;;;16341.67;16341.67;16341.62;27026.37;16526.37;0.0;0.0;;;;1142.4;;;;;;10500.0;23136.37;15979.89;15979.89;;;6138.14;-3519.16;3897.3
C_553;0;GmbH;40721;25110;1973;44.0;GKV;336315.62;336315.62;206412.63;29370.68;557.67;557.67;;29928.35;27328.35;18513.36;110569.67;35562.77;0.0;0.0;;;;14567.36;;;;;;72277.0;101492.66;95088.51;45507.27;;;32810.42;-649.95;-9171.7
C_963;0;GmbH;40882;46734;1976;23.0;GKV;750890.33;750890.33;553535.49;84397.74;-1683.92;3130.07;4813.99;82713.82;82713.82;72416.82;299469.5;99410.83;55082.31;0.0;19981.38;;;17061.91;;;;;;144976.36;252673.5;39916.17;28548.85;1345.03;;112116.25;3786.06;-142502.44
C_902;0;GmbH;40474;52231;1927;1080.0;GKV;1264976.82;1264976.82;349965.71;24332.92;-4377.54;9864.17;14241.71;19955.38;19955.38;18831.34;378800.97;191536.07;89566.66;0.0;118352.38;;;23492.92;;;;;;97698.24;174202.26;40068.26;717.12;;;31871.06;-18004.32;-54071.08
C_843;0;GmbH;51379;86101;1878;143.0;GKV;3245477.43;3245477.43;1254090.42;179980.76;-45282.91;91.08;45373.99;134697.85;134697.85;113482.51;2560367.82;995553.11;977465.36;0.0;255172.65;;;586165.84;;;;;;587349.35;489551.67;175635.31;52896.63;;;925411.78;-1058957.82;782410.08
C_156;0;GmbH;40233;47430;1993;48.0;GKV;559502.27;559502.27;412913.23;56212.3;-8.47;;8.47;56203.83;56203.83;55561.83;169429.99;81541.46;51679.12;0.0;;;;32883.4;;;;;;36209.41;167710.01;162461.22;102037.98;;;-1382.62;-605.25;51679.12
C_635;0;GmbH;40721;68322;2008;;GKV;35499581.7;35499581.7;11224523.51;2488178.36;140565.46;282029.4;141463.94;2628743.82;2628743.82;1870035.27;28736539.05;8639122.43;806452.0;0.0;;;;3558000.0;806452.0;;;;;13263299.38;17253195.94;13343592.94;12965024.17;249916.45;;1564995.94;-37044.61;-1121601.74
C_927;0;OHG;40878;62090;2007;;GKV;601239.85;601239.85;488980.75;-154668.24;698975.09;68203.2;78.75;544306.85;544112.45;535417.29;8846256.17;117569.93;0.0;0.0;;;;15676.4;;;;;;8704464.56;5704591.13;5599258.27;5491457.61;;;467516.2;-19068.51;-166320.14
C_778;0;GmbH;74821;46495;2010;95.0;GKV;71370284.14;72495057.07;23366216.8;3775556.38;-702666.54;;702666.54;3072889.84;3072889.84;2166588.56;56154655.39;21563769.39;13645832.0;0.0;17244223.55;13645832.0;;2869159.68;;;;;;20945054.0;12209204.06;7422276.15;2738.19;4850092.42;;3522675.33;-6298502.63;2965636.67
C_031;0;GmbH;47059;46734;1989;;GKV;386714.22;380714.22;207735.97;10607.11;1656.47;2685.08;1028.61;12263.58;12263.58;10607.17;511961.35;379359.32;60870.0;49847.4;;;49847.4;230129.94;;;;;;21884.63;420764.65;209508.06;136502.49;42235.93;;194070.42;-74602.04;2238.96
C_940;0;GmbH;45326;46421;1982;301.0;GKV;110061.26;110061.26;80258.78;4437.98;;;;4437.98;4437.98;4437.98;41052.28;33818.49;0.0;0.0;;;;;;;;;;7233.79;32045.27;29763.42;9875.31;;;8103.14;-2321.0;1.82e-12
C_955;0;GmbH;45141;81210;1997;1454.0;GKV;13324614.67;13041780.17;8746837.64;1828588.83;-1689433.26;3067.88;1692546.6;139155.57;337051.78;98454.48;99371394.33;6675359.24;5160582.08;30869012.24;1041130.42;4618946.81;27570223.28;350331.79;;;;;;48675964.65;6809977.87;2808870.64;2459114.37;228691.95;;3289102.5;-1212909.13;-853215.74
C_514;0;GmbH;45128;26300;2000;;GKV;1501101.83;1501093.11;1483747.59;198638.5;-31666.11;316.0;31982.11;166972.39;165577.39;130811.29;577221.35;428046.38;0.0;0.0;;;;;;;;;;140430.97;407122.34;264366.25;9875.89;247628.48;;99638.48;-31290.96;-220487.34
C_158;0;GmbH;47509;46712;1990;50.0;GKV;10462356.73;10462356.73;8641881.73;839691.71;-307463.29;14633.54;322096.83;532228.42;523960.11;523960.11;20039300.76;986745.27;1561227.26;5734000.0;345000.0;1533978.62;5734000.0;130000.0;27248.64;;;;;7200441.89;1728630.27;1718607.73;1196051.83;507913.14;1600.0;1162537.5;-205179.15;-337327.01
C_161;0;GmbH;56242;62019;2003;;GKV;17099087.44;20218636.44;7034689.85;250714.41;-146645.85;1563.61;148209.46;104068.56;104068.56;30407.24;10278616.38;7863989.49;546219.0;0.0;269873.64;137582.0;;1998127.59;;;;;;1868407.89;7368461.14;3844284.65;2553320.97;1103641.66;;1834427.02;-298740.23;27831.0
C_600;0;GmbH & Co. KG;51105;28910;1903;396.0;GKV;5821157.68;5693557.04;2612303.39;662034.25;-4.78;24074.24;24079.02;662029.47;651401.84;450109.64;2376476.06;1281504.72;108517.96;0.0;45602.76;108517.96;;92964.02;;;;;;979745.12;1827918.24;1819525.53;1060009.68;676110.38;;412128.2;-22172.67;-538635.54
C_745;0;GmbH;50668;46399;1962;24.0;GKV;3006483.55;3006483.55;3129291.59;184813.22;-15010.28;2.79;15138.35;169802.94;169802.94;153598.29;977928.52;460828.09;155720.06;0.0;206578.37;155720.06;;99905.51;;;;;;361380.37;428023.96;440142.31;50945.84;354936.53;;158429.77;-400606.42;200671.05
C_983;0;GmbH;50968;28130;1995;776.0;GKV;862563.06;862563.06;893599.32;99926.36;-19287.02;;19287.02;80639.34;80639.34;52513.65;1440211.35;138851.34;684222.5;0.0;;;;7928.07;;;;;;567987.01;220757.98;163005.12;83674.56;;;298603.98;-327435.71;50000.0
C_994;0;GmbH & Co. KG;50668;46750;1996;129.0;GKV;1930544.4;1582214.73;738044.16;203720.39;-1219.03;525.5;1744.53;202501.36;202501.36;142039.56;1463705.84;752779.97;0.0;0.0;;;;116059.41;;;;;;221020.57;1451682.5;829587.65;2314.16;822174.19;;-44958.38;-5743.64;938.52
C_237;0;KG;50968;70101;2000;14.0;GKV;4295009.79;4295009.79;4295009.79;3464218.87;-778458.67;35044.21;813502.88;2685760.2;2685760.2;2685760.2;15731704.42;13390499.85;0.0;135.0;;;;;;;;;;2341069.57;2821273.97;7231458.08;2820373.56;;;3287774.49;2.91e-10;-15237115.61
C_273;0;GmbH;50321;46620;2003;;GKV;176609.47;176609.47;181858.05;6929.04;-918.79;;918.79;6010.25;6010.3;4100.04;61996.26;53780.55;0.0;0.0;;;;3719.39;;;;;;8215.71;44865.63;45234.13;6597.36;;;-13892.79;0.0;11538.8
C_427;0;Genossenschaft;41747;68201;1899;;GKV;3764463.81;3790944.7;3069428.2;419430.8;1105.84;1105.84;;420536.64;420536.64;278311.48;2439143.87;663453.13;0.0;276379.26;;;;;;;;;;1499311.48;2358342.2;268706.6;254498.93;;;381433.66;-63866.89;-317269.02
C_330;0;GmbH & Co. KG;41199;43310;1985;;GKV;5053460.77;5053460.77;5653962.45;-9016950.58;7786975.59;2289.08;862392.77;-1229974.99;-1229974.99;-7.28e-11;53866616.28;38190631.86;0.0;3738121.0;;;;1133.41;;;;;;11937863.42;14010791.56;12728791.56;;35828.26;;7389614.36;-319544.32;-7070070.04
C_457;0;GmbH;41751;26511;1980;;GKV;3002093.67;3001538.67;655933.43;35730.94;-9023.33;2533.27;11556.6;26707.61;26707.61;16987.69;786314.92;608460.62;0.0;0.0;421167.65;;;95153.74;;;;;;177854.3;739604.08;69717.82;2818.79;;;-48635.87;-17829.12;8.73e-11
C_977;1;GmbH & Co. KG;47906;35000;2010;;GKV;1639564.4;1721564.4;1308749.77;162695.53;-30370.61;;30370.61;132324.92;132324.92;129807.29;764723.62;764723.62;0.0;0.0;;;;;;;;;;0.0;219885.49;109802.2;1133.5;;;292200.56;-9723.13;-233088.11
C_727;0;GmbH;45468;86101;2006;593.0;GKV;1095408.56;1131592.38;520765.11;-26259.27;-1998.4;;1998.4;-28257.67;-28257.67;-28257.67;663262.6;231694.66;5114.72;22567.39;;;;124103.21;;;;;;127725.56;660559.0;283283.09;19248.47;;;-63174.58;-260.5;64019.19
C_898;0;GmbH;42855;25731;1961;;GKV;130461.23;130461.23;798696.01;-419134.25;-168523.38;17426.44;185949.82;-587657.63;412342.37;421001.7;11832986.78;4791016.84;0.0;0.0;19197.58;;;49827.28;;;;;;7041969.94;171353.17;230723.57;909.81;9587.05;;-872813.02;835053.4;-9.31e-10
C_911;0;GmbH & Co. KG;42929;16230;1999;13.0;GKV;1354531.19;1354531.19;1362137.08;84184.53;-10298.57;130.81;10429.38;73885.96;77703.46;72604.9;624159.71;194040.93;290697.75;0.0;;;;53548.55;;;;;;139421.03;321601.64;290209.82;40676.36;240881.39;;66347.92;-299461.83;264430.53
C_296;0;GmbH;42697;71122;1991;107.0;GKV;26395168.64;26395168.64;7533903.16;1480272.33;8951.07;9480.07;529.0;1489223.4;1489223.4;965963.98;8082689.43;6996618.7;0.0;0.0;;;;5206785.54;;;;;;1080633.34;7456866.75;1973434.35;109801.65;129557.36;;1317406.63;-57392.06;-1333330.65
C_991;0;GmbH;42781;25620;2006;;GKV;3714853.94;3717492.13;3881225.16;68320.79;-39612.76;;39612.76;28708.03;28708.03;5778.42;1231960.54;1189595.11;0.0;0.0;;;;;;;;;;42365.43;352943.92;403569.07;4888.73;291669.31;;15592.57;-363589.25;-232666.27
C_500;0;GmbH;54296;43210;2002;;GKV;70862467.86;70862467.86;2070076.75;1520010.03;2313.42;2313.42;;1522323.45;1522323.45;-1.13e-08;10983692.79;10884455.74;0.0;0.0;;;;3108947.73;;;;;;99237.05;10976670.71;6807867.76;1995504.51;;;-197484.78;390.0;-2348953.89
C_108;0;GmbH;53539;25110;1996;332.0;GKV;40456112.89;40456112.89;42465457.52;388936.38;-111555.98;47851.48;159407.46;277380.4;277380.4;244127.6;6980619.7;2531680.4;1386648.17;994865.45;133426.89;520172.05;994865.45;475582.46;;;;;;1199543.68;4053720.72;3955070.41;440478.19;1913908.72;103.09;281813.17;-174361.02;-133425.57
C_097;0;GmbH;42551;46492;2002;;GKV;7799824.0;7801383.39;3846144.61;252366.93;-30621.08;902.5;31523.58;221745.85;221745.85;141360.44;2784945.41;760543.33;208505.18;0.0;45878.0;;;171448.13;;;;;;1724979.0;1138909.9;784742.84;490339.97;;;731814.07;-361186.83;-45878.0
C_699;0;GmbH;46569;36001;1998;3.0;GKV;1994098.87;1997778.87;1811453.67;490231.18;-17238.78;;17238.78;472992.4;472992.4;461293.36;1769267.21;206944.86;109447.36;0.0;41910.89;109447.36;;68416.49;;;;;;1452874.99;910625.19;273381.94;118425.49;;;474154.98;12367.14;-89128.99
C_574;0;GmbH;42289;71122;2010;;GKV;545333.87;545333.87;179924.67;24130.97;-15391.17;;15391.17;8739.8;8739.8;13700.21;557563.75;177678.57;194583.03;0.0;118808.05;;;21798.43;;;;;;185302.15;394118.82;394528.75;;376177.29;;25931.71;-11151.93;-26219.2
C_960;0;GmbH;55469;28990;1977;111.0;GKV;1185000.0;1185000.0;999000.0;-695000.0;3000.0;3000.0;;-692000.0;-692000.0;0.0;5082000.0;1942000.0;0.0;0.0;;;;;;;;;;3140000.0;394000.0;278000.0;248000.0;;;-878760.73;180912.88;845444.32
C_193;0;GmbH & Co. KG;64584;42990;1932;96.0;GKV;19254886.55;19254886.55;18753891.62;1611842.06;-100292.54;29098.93;129391.47;1511549.52;1511549.52;1481647.45;20068359.61;6211644.8;810528.0;2124077.53;133960.27;810528.0;2124077.53;1406064.93;;;;;;8730801.28;10145888.96;9631196.0;5864797.14;;;1829809.18;-3825702.63;2414707.74
C_581;0;GmbH;64293;52291;1978;;GKV;32686683.45;32492978.4;29645462.72;1018618.88;-292138.8;56178.03;275336.19;726480.08;726480.08;468413.54;14695775.78;5167631.92;2153890.67;937500.0;768822.95;426402.0;;370847.24;;;;;;5700941.35;7739284.64;6204021.48;2495680.19;;;2986573.39;-718476.45;-409736.82
C_676;0;GmbH;64839;95110;1992;;GKV;389536.33;384969.13;363879.91;18055.38;-14328.58;;14328.58;3726.8;3726.8;2579.22;525350.76;269845.44;198415.0;0.0;;;;24764.99;;;;;;57090.32;525047.76;512699.24;116742.11;;;56405.79;0.0;3000.0
C_428;0;GmbH;64347;25120;2003;9.0;GKV;502527.6;558523.38;991689.51;40261.54;-11391.74;2001.01;13392.75;28869.8;28869.8;-1.46e-10;1399536.62;1373972.03;0.0;0.0;;;;;;;;;;25564.59;409921.86;97672.62;75958.6;;;4334.6;-7.39e-13;-28869.8
C_274;0;GmbH;64807;25733;2011;;GKV;5892768.29;5799556.52;3198762.5;28374.07;-52641.66;;52641.66;-24267.59;-24267.59;-36698.32;1997174.87;1427433.1;50171.31;330308.0;545324.66;;;377075.89;;;;;;40724.29;1752539.11;459198.0;2232.0;432433.4;;-31567.8;-86362.52;-2051.53
C_644;0;GmbH & Co. KG;60594;52291;1970;148.0;GKV;138090.08;138090.08;153404.58;69255.89;-16573.93;;16573.93;52681.96;52681.96;50283.89;581959.79;392741.71;91352.16;0.0;;;;57942.38;;;;;;624.92;9857.13;12775.14;8951.26;;;116850.1;-185426.11;-11756.9
C_200;0;GmbH;60486;49392;1992;397.0;GKV;8598534.0;8598534.0;418590.63;18951.17;-4324.59;344.37;4668.96;14626.58;14626.58;14237.58;553955.91;531437.52;0.0;0.0;;;;;;;;;;22518.3;497978.91;351438.1;53169.55;258490.64;;-217594.1;-40703.88;88595.61
C_851;1;GmbH;65843;46692;1990;;GKV;96952.4;114882.4;257007.72;21865.74;-40817.6;;40817.6;-18951.86;-18951.86;-22943.97;660527.7;371761.99;187363.64;73427.48;;;;;;;;;;27974.59;223018.49;80874.93;80874.93;;;302229.87;-112734.0;-198016.98
C_359;0;GmbH;60313;35000;1998;50.0;GKV;23057156.07;22864332.2;13492069.4;6318167.35;-2050678.5;146604.59;2197283.09;4267488.85;4267488.85;3498653.21;173656945.7;13653674.49;17628644.62;34211553.13;4516902.12;17628644.62;34141162.95;1023780.17;;;;;;104931619.5;14106788.97;7626456.37;7274393.2;308472.25;1500.0;8213539.51;-5567084.32;-3058084.73
C_528;0;GmbH;60489;72100;2002;;GKV;263712.43;263712.43;193620.71;17374.89;-4506.7;1138.61;5645.31;12868.19;12868.19;12081.55;144515.83;54976.3;0.0;56219.12;30154.08;;56219.12;4772.22;;;;;;33320.41;113277.83;53321.75;3019.86;;;41444.0;-7453.11;-14636.91
C_429;0;GmbH;60549;96090;2007;373.0;GKV;384139.22;384139.22;134229.02;20899.02;-324.12;;324.12;20574.9;20574.9;17029.01;96855.4;35839.93;0.0;0.0;;;;;;;;;;58162.34;82113.4;26035.88;15944.66;;;42929.41;-5039.04;-22568.4
C_556;0;GmbH;60313;68201;2011;;GKV;2644271.46;3181188.46;977380.68;37206.11;-18655.18;10.55;18665.73;18550.93;18550.93;-10061.07;1478200.25;493560.89;60000.0;0.0;53556.0;49000.0;;168904.19;;;;;;23008.13;1359372.92;145949.13;6142.91;91359.1;;163206.68;-87442.65;33220.99
C_591;0;GmbH;36277;46210;1926;;GKV;70297676.57;70594968.17;56967044.08;2005340.37;-298753.41;13974.92;312728.33;1706586.96;1706586.96;1399354.82;106276292.6;9734971.78;3419985.42;6155923.84;564121.81;2511066.54;6155923.84;4158111.03;739487.89;;;;;28369407.57;14371431.42;11943620.66;3299416.52;;;3473303.93;-7913162.08;-1030087.74
C_372;0;GmbH;34117;84130;1992;68.0;GKV;789114.75;789114.75;618333.22;-1227237.69;2439925.26;9686.72;58263.29;1212687.57;1212687.57;594086.51;17107220.96;1044859.34;0.0;0.0;28.44;;;215531.92;;;;;;14711715.4;5637774.84;5494708.75;2982071.13;16801.15;;239405.44;-214547.85;-759571.43
C_607;1;GmbH;34323;46220;1997;;GKV;644134.54;635131.54;650851.46;-17085.05;-9632.88;34.91;9667.79;-26717.93;-26717.93;-32376.69;601403.77;118773.22;385450.28;0.0;4891.49;;;29964.91;;;;;;97180.27;132989.27;138848.32;275.47;;;37291.81;-228699.68;188326.34
C_169;1;GmbH;65520;28910;1985;;GKV;189182.84;231682.84;155849.82;35789.74;-1240.0;;1240.0;34549.74;34549.74;32956.74;120379.47;76847.46;23087.13;0.0;170.07;;;32875.62;;;;;;20444.88;78198.47;26105.43;1331.0;;;18273.81;-37149.97;18560.9
C_594;0;GmbH;55129;68300;1983;;GKV;2033536.9;2033536.9;1770159.68;832714.3;-749866.57;10395.57;760262.14;82847.73;82847.73;82847.73;30070733.03;232727.18;3438529.135;23101347.58;16574.49;;23101347.58;63703.86;;;;;;;65152.28;183152.28;26163.31;5245.19;;523960.18;270.2;-507007.85
C_249;0;AG;55122;23190;1972;4313.0;GKV;5177744.8;5190660.16;1830258.46;696690.23;-68686.0;20066.02;88752.02;628004.23;628004.23;-5.24e-10;6351759.46;2020543.8;504002.03;1281805.0;228533.5;504002.03;1281805.0;485093.79;;;;;;2545408.63;1360476.91;416712.28;9680.61;;;1300072.89;-792415.38;-523483.55
C_747;0;GmbH;55129;68200;2000;;GKV;1321339.27;1298339.27;555261.55;-30477.95;-194092.29;824.22;194916.51;-224570.24;-224570.24;-248944.91;10054456.55;822331.19;1263473.94;5181872.09;209781.72;1097125.98;3321625.33;60850.4;;;;;;2786779.33;904290.42;516288.73;460332.76;34941.57;;40803.53;1.05e-09;-195990.39
C_910;0;GmbH & Co. KG;21335;68320;2002;;GKV;380701.26;443738.31;440301.35;189023.33;-128651.8;13957.05;142616.65;60371.53;60371.53;57946.54;2507800.95;2441233.7;8254.93;0.0;;8254.93;;21884.21;;;;;;58312.32;374145.92;319012.56;26.76;120265.89;;1637841.71;-1637928.71;3.64e-11
C_045;0;GmbH;55129;68300;1992;;GKV;3610986.86;3617246.04;3129774.72;17623.22;32003.54;41514.02;9510.48;49626.76;49626.76;175086.21;1254204.07;481995.09;3230.59;337348.48;;;337348.48;90056.18;;;;;;431629.91;556903.03;631359.09;395397.3;42488.44;;22516.0;-390140.16;321324.48
C_618;0;GmbH & Co. KG;55129;68200;2007;;GKV;2508000.0;2508000.0;2079000.0;339000.0;-150000.0;30000.0;180000.0;189000.0;189000.0;189000.0;5738270.78;368782.75;944532.46;2345271.86;208143.02;944532.46;2345271.86;34448.41;;;;;;2076615.79;1698086.35;310764.68;295965.27;11429.69;;445136.77;-42404.0;-208332.57
C_424;0;GmbH & Co. KG;55129;68320;2010;;GKV;4618212.92;4470235.92;1707910.79;230432.74;-1461.09;2418.06;3879.15;228971.65;237034.65;169954.89;1605348.2;719107.37;38362.54;0.0;;;;87970.12;;;;;;847878.29;1473266.37;1483998.59;976151.25;;;413697.12;-67417.5;-332708.21
C_134;0;GmbH & Co. KG;55129;68101;2011;;GKV;1515076.58;1565139.25;1238571.75;214988.07;73.94;73.94;;215062.01;215062.01;161365.61;603568.63;163932.73;0.0;0.0;;;;496.29;;;;;;439635.9;595683.63;544624.76;175189.37;;;26448.99;-183.99;-180000.0
C_737;1;GmbH;63165;56101;1989;;GKV;777003033.6;786655059.5;75263267.76;13067451.57;-3030254.9;949726.43;3979981.33;10037196.67;10037196.67;7514676.09;287916992.1;243625045.9;9016150.0;1625000.0;49389779.87;9016150.0;1625000.0;178244354.8;;;;;;33267227.07;252777632.8;134203686.6;1338186.66;;;6871560.86;-9192298.35;7966920.1
C_509;0;GmbH;63263;62020;2000;;GKV;4517436.2;4645748.63;2523376.21;46499.16;-7115.66;7.23;7122.89;39383.5;39383.5;21846.2;2545878.08;366149.96;0.0;0.0;;;;;;;;;;1138997.37;1891711.58;503031.69;344654.05;;;340186.78;-126546.98;0.0
C_124;0;GmbH;40882;46901;2005;;GKV;2259639.49;2253649.49;1538301.97;399539.1;-19723.17;27649.14;47372.31;379815.93;379815.93;245957.45;5438971.2;1639786.45;848628.96;428120.43;359025.19;807354.46;309098.43;142198.05;;;;;;2481160.86;2225502.17;1124874.87;861690.8;15022.8;;404913.79;-886138.58;412826.71
C_826;0;Einzelfirma;64832;25993;1966;;GKV;25484552.7;25799735.05;20275492.21;415688.42;-730386.31;8218.04;738604.35;-314697.89;-314697.89;-274838.12;33724666.21;7257421.83;6783268.47;3538507.22;2688195.36;6783268.47;1818181.84;1034769.68;;;;;;15692003.69;10128794.64;5854460.78;3224002.34;;;205686.18;-7672027.66;1856158.69
C_868;0;GmbH;63065;64200;2007;;GKV;34700291.18;34700291.18;3252686.37;-313188.74;169.24;169.24;;-313019.5;-313019.5;0.0;16165528.52;15654236.63;0.0;0.0;;;;312763.69;;;;;;511291.89;12753235.58;5435661.37;1344274.76;;;2714515.55;-2989457.95;-411741.5
C_416;1;GmbH;63263;43999;2010;;GKV;1503392.62;1503392.62;772588.74;53745.59;-22480.81;;22480.81;31264.78;31264.78;29170.78;478438.49;457190.42;19708.55;0.0;;;;294486.57;;;;;;1539.52;319699.17;148976.56;7383.61;;;253871.52;-2548.17;-13522.35
C_876;0;GmbH;65187;41101;1953;32.0;GKV;113066015.0;113066015.0;10260649.65;1492675.26;25130.06;34022.5;26260.44;1517805.32;1517805.32;1041984.41;24578864.02;7285730.1;165193.83;0.0;125000.0;156250.0;;4707894.34;;;;;;17171658.85;16452695.74;11863331.94;6327869.27;5107299.11;;-92151.64;-226824.49;-638.86
C_818;0;GmbH;65189;70109;2007;;GKV;4567785.02;4781750.82;2045994.01;66600.2;-41299.79;1.0;41300.79;25300.41;25300.41;14068.96;2579999.59;464443.42;774056.6;16334.0;;;;291813.42;;;;;;1325165.57;1114069.73;588523.5;317669.6;129160.27;;136542.91;-9935.29;-204026.49
C_723;0;GmbH;55286;85599;2010;;GKV;30932528.76;29867581.69;16540156.5;4616965.66;-2411360.74;72178.03;2481098.37;2205604.92;2205604.92;2118209.85;199479360.4;18700745.0;25198919.29;30716980.91;7243000.0;18218842.88;28827000.0;;;;;;;114476809.6;20376228.25;8969899.59;8911072.0;;;10049669.96;-4477569.63;-1965513.75
C_262;0;GmbH;65779;46494;1970;;GKV;849825.78;842514.78;494355.21;85206.4;-5004.96;3.75;5038.71;80201.44;80201.44;70566.95;246203.24;172459.14;0.0;0.0;;;;;;;;;;73744.1;121340.21;113142.41;12527.64;;;-44157.97;-13220.24;-58895.65
C_057;0;GmbH & Co. KG;61169;26300;1980;;GKV;596361.73;596361.73;151148.51;12791.32;-2895.93;0.46;2936.39;9895.39;9895.39;7259.57;159448.22;70351.64;26019.88;0.0;;;;14107.38;;;;;;63076.7;151396.72;41969.74;3661.07;;;56195.85;-413.5;-53705.42
C_046;0;GmbH;61250;68312;2001;;GKV;3657493.65;3657493.65;772445.12;45769.99;-1589.06;9807.67;11396.73;44180.93;44180.93;30737.37;625475.08;320628.35;0.0;0.0;172669.13;;;81356.54;;;;;;304846.73;540363.08;225763.96;42522.38;13041.84;;205119.88;-43519.1;-9000.0
C_765;0;BGB-Gesellschaft;61231;47410;1996;;GKV;3911826.41;3722811.3;2814636.41;528605.77;-15435.2;4698.13;20133.33;513170.57;513170.57;-2.08e-10;2774407.35;2163192.9;11176.55;0.0;;;;134498.62;;;;;;947995.38;2347133.27;356442.98;397.44;;;547141.73;-34807.96;-514731.97
C_068;0;GmbH;65824;46600;1987;5.0;GKV;5400390.14;5196753.23;3352196.04;551363.51;-150790.94;9304.01;165777.15;400572.57;400572.57;257414.33;8945671.81;6479848.29;0.0;0.0;;;;;;;;;;2123693.82;1893774.14;861827.43;317254.79;;;1158635.02;-1047042.14;-4194037.46
C_213;0;GmbH;73072;46100;1999;;GKV;3691071.96;3691071.96;1731010.28;8715.31;-1081.34;112.66;1194.0;7633.97;7633.97;903.7;349207.75;300650.38;0.0;0.0;;;;;;;;;;48557.37;349207.75;221177.6;221177.6;;;17216.53;0.0;-126771.08
